City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,petrozavodsk,61.7849,34.3469,12.7,100,75,0.0,RU,1696006624
368,achit,56.7985,57.8994,10.06,94,97,1.03,RU,1696006624
369,port isabel,26.0734,-97.2086,33.02,68,20,4.02,US,1696006624
370,serhetabat,35.2799,62.3438,17.23,30,0,2.35,TM,1696006624
371,salaga,8.5508,-0.5188,27.1,86,98,1.65,GH,1696006624
372,bandon,51.7469,-8.7425,14.77,86,63,3.35,IE,1696006260
373,saudarkrokur,65.7461,-19.6394,5.37,80,96,2.7,IS,1696006241
374,malpe,13.35,74.7167,25.61,92,100,3.35,IN,1696006624
375,puerto baquerizo moreno,-0.9,-89.6,26.55,69,75,4.12,EC,1696006245
376,dolores,-36.3132,-57.6792,13.14,67,97,5.67,AR,1696006624
377,nefta,33.8731,7.8777,32.14,27,18,1.89,TN,1696006624
378,remire-montjoly,4.9167,-52.2667,33.02,52,75,4.63,GF,1696006235
379,salinas,36.6777,-121.6555,19.48,76,0,5.14,US,1696006625
380,emporia,38.4039,-96.1817,31.95,51,0,8.75,US,1696006600
381,east falmouth,41.5784,-70.5586,18.28,90,99,5.36,US,1696006464
382,atar,20.5169,-13.0499,42.47,8,91,4.55,MR,1696006233
383,tangalle,6.024,80.7911,24.86,90,100,3.59,LK,1696006238
384,mpongwe,-13.5091,28.155,27.1,30,88,1.76,ZM,1696006625
385,zhangjiajie,29.1294,110.4783,22.6,92,99,1.49,CN,1696006625
386,arno,60.1167,18.6333,15.44,81,63,4.54,SE,1696006625
387,dawson creek,55.7666,-120.2362,6.8,100,100,2.06,CA,1696006501
388,soure,-0.7167,-48.5233,31.64,54,15,6.31,BR,1696006625
389,olds,51.7834,-114.102,7.69,87,100,3.6,CA,1696006625
390,shibetsu,43.659,145.132,13.43,81,10,3.21,JP,1696006625
391,egilsstadir,65.2653,-14.3948,5.95,87,75,6.69,IS,1696006257
392,malanje,-9.5402,16.341,26.21,53,57,2.52,AO,1696006625
393,viqueque,-8.8673,126.3658,22.43,90,68,0.41,TL,1696006625
394,larache,35.1932,-6.1557,29.49,39,12,4.55,MA,1696006625
395,tukrah,32.5341,20.5791,24.28,70,7,5.22,LY,1696006626
396,midvagur,62.0511,-7.1939,11.46,93,100,7.72,FO,1696006626
397,teno,-34.8667,-71.1833,16.75,55,0,2.06,CL,1696006626
398,pariaman,-0.619,100.12,26.03,84,68,1.68,ID,1696006626
399,colac,-38.3333,143.5833,15.6,77,5,1.52,AU,1696006362
400,lautoka,-17.6167,177.4667,21.92,64,40,4.63,FJ,1696006626
401,hasaki,35.7333,140.8333,24.05,75,58,4.46,JP,1696006271
402,sambava,-14.2667,50.1667,22.88,86,42,5.62,MG,1696006626
403,abepura,-2.6333,140.5833,24.45,83,20,0.0,ID,1696006626
404,isangel,-19.55,169.2667,20.11,72,50,4.56,VU,1696006626
405,fortuna,40.5982,-124.1573,14.4,95,75,4.02,US,1696006626
406,ambon,-3.6954,128.1814,27.15,95,40,1.03,ID,1696006627
407,porto seguro,-16.4497,-39.0647,25.29,78,100,4.12,BR,1696006627
408,chos malal,-37.3781,-70.2709,13.32,35,18,3.87,AR,1696006627
409,quelimane,-17.8786,36.8883,25.97,73,0,8.23,MZ,1696006627
410,champerico,14.3,-91.9167,30.3,63,100,1.0,GT,1696006627
411,katsuura,35.1333,140.3,24.35,84,43,4.6,JP,1696006252
412,okayama,34.6617,133.935,21.8,72,0,1.44,JP,1696006627
413,kachia,9.8667,7.95,22.08,90,89,1.03,NG,1696006627
414,kirakira,-10.4544,161.9205,25.75,88,99,5.07,SB,1696006627
415,cove,7.221,2.3402,26.67,84,84,3.49,BJ,1696006627
416,ketchikan,55.3422,-131.6461,8.26,93,40,3.09,US,1696006254
417,bacalar,18.6667,-88.3833,27.06,89,100,0.0,MX,1696006627
418,kigoma,-4.8769,29.6267,28.33,61,20,0.0,TZ,1696006627
419,tan-tan,28.438,-11.1032,27.97,61,10,6.17,MA,1696006628
420,qom,34.6401,50.8764,24.03,22,0,4.35,IR,1696006628
421,tofol,5.3248,163.0078,26.26,85,100,2.83,FM,1696006628
422,bubaque,11.2833,-15.8333,28.43,75,83,3.44,GW,1696006628
423,balaipungut,1.05,101.2833,24.94,88,63,0.77,ID,1696006628
424,grahamstown,-33.3042,26.5328,16.64,49,22,2.83,ZA,1696006628
425,puerto aysen,-45.4,-72.7,11.32,87,64,0.81,CL,1696006628
426,mount gambier,-37.8333,140.7667,11.37,62,2,3.19,AU,1696006231
427,yinchuan,38.4681,106.2731,14.94,17,2,2.38,CN,1696006538
428,matola,-25.9622,32.4589,29.97,51,0,4.63,MZ,1696006628
429,mercedes,-34.6515,-59.4307,21.08,41,0,5.55,AR,1696006628
430,sidi khaled,34.387,4.9879,31.61,19,0,2.77,DZ,1696006628
431,puerto carreno,6.189,-67.4859,31.99,70,20,1.54,CO,1696006628
432,chibougamau,49.9168,-74.3659,16.79,59,0,1.03,CA,1696006252
433,nasice,45.4886,18.0878,19.46,47,0,1.05,HR,1696006629
434,durham,36.0335,-78.8664,20.3,83,100,3.09,US,1696006629
435,ulsteinvik,62.3432,5.8487,16.53,76,80,4.92,NO,1696006234
436,cacoal,-11.4386,-61.4472,38.24,29,84,0.89,BR,1696006629
437,atakpame,7.5333,1.1333,25.21,89,100,1.2,TG,1696006629
438,tirebolu,41.0069,38.8139,21.69,88,59,1.17,TR,1696006629
439,cabaritan east,18.4206,121.4897,26.21,87,3,1.97,PH,1696006629
440,sansanne-mango,10.3592,0.4708,30.87,65,100,2.19,TG,1696006629
441,larroque,-33.036,-59.0013,23.06,40,1,4.63,AR,1696006629
442,hobyo,5.3505,48.5268,26.4,86,35,9.24,SO,1696006275
443,benguela,-12.5763,13.4055,23.0,77,51,3.05,AO,1696006629
444,nizhnesortymskiy,62.4397,71.7603,-0.23,72,30,4.18,RU,1696006629
445,kristiansund,63.1115,7.732,15.03,82,75,2.57,NO,1696006272
446,arraial do cabo,-22.9661,-42.0278,21.98,73,75,5.14,BR,1696006265
447,fuglafjordur,62.244,-6.814,11.26,94,99,6.36,FO,1696006630
448,san patricio,28.017,-97.5169,33.37,52,17,4.63,US,1696005977
449,scarborough,54.2797,-0.4044,16.76,68,0,2.68,GB,1696006630
450,taroa,8.7058,171.2275,28.24,80,100,6.31,MH,1696006258
451,seven pagodas,12.6264,80.1722,26.03,74,97,6.38,IN,1696006630
452,yenangyaung,20.4667,94.8833,24.2,93,99,4.21,MM,1696006630
453,la ronge,55.1001,-105.2842,12.14,82,100,1.54,CA,1696006630
454,bin yauri,10.7823,4.8114,26.49,75,99,2.83,NG,1696006630
455,bamboo flat,11.7,92.7167,27.05,83,100,4.12,IN,1696006630
456,shumikha,55.2261,63.2961,9.65,91,100,1.5,RU,1696006630
457,arteche,12.2645,125.4048,25.49,93,100,2.62,PH,1696006267
458,antalaha,-14.9003,50.2788,21.69,87,32,3.61,MG,1696006275
459,praia da vitoria,38.7333,-27.0667,23.2,88,40,7.2,PT,1696006630
460,dunedin,-45.8742,170.5036,5.45,81,59,4.47,NZ,1696006535
461,fort st. john,56.2499,-120.8529,6.94,93,100,2.06,CA,1696006201
462,el nido,11.1858,119.3956,27.32,86,96,3.96,PH,1696006244
463,hastings,50.8552,0.5729,19.43,23,10,5.54,GB,1696006631
464,lospalos,-8.5186,127.0025,20.21,92,47,2.6,TL,1696006631
465,sinan,34.8262,126.1086,20.06,64,100,10.75,KR,1696006631
466,letlhakane,-21.4167,25.5833,26.38,24,89,0.75,BW,1696006631
467,chimoio,-19.1164,33.4833,25.92,69,20,4.18,MZ,1696006631
468,buka,40.8108,69.1986,18.24,34,66,1.46,UZ,1696006631
469,adre,13.4667,22.2,28.98,50,49,2.34,TD,1696006631
470,meiganga,6.5167,14.3,20.97,96,95,1.97,CM,1696006631
471,polla,40.5171,15.498,21.6,61,92,0.74,IT,1696006631
472,mumbwa,-14.9783,27.0619,26.73,35,80,2.29,ZM,1696006631
473,yulinshi,38.2906,109.7494,12.51,32,0,2.66,CN,1696006631
474,prince rupert,54.3161,-130.3201,8.83,98,75,2.06,CA,1696005998
475,ocean city,39.2776,-74.5746,19.45,91,100,4.02,US,1696006632
476,mandalgovi,45.7625,106.2708,4.38,58,14,0.41,MN,1696006239
477,grootfontein,-19.5667,18.1167,31.76,9,1,1.03,NA,1696006632
478,kumeny,58.1089,49.9161,9.69,83,99,2.64,RU,1696006632
479,ringkobing,56.0901,8.244,15.01,85,42,8.12,DK,1696006632
480,velikiye luki,56.34,30.5452,15.94,68,97,2.96,RU,1696006632
481,keetmanshoop,-26.5833,18.1333,33.51,3,36,6.69,NA,1696006632
482,nova xavantina,-14.6667,-52.35,38.39,28,30,2.47,BR,1696006632
483,shindand,33.3029,62.1474,18.12,24,0,11.65,AF,1696006632
484,hwange,-18.3693,26.5019,29.93,31,68,2.89,ZW,1696006632
485,kushiro,42.975,144.3747,14.51,83,45,2.49,JP,1696006378
486,kibi,6.1649,-0.5538,24.48,92,98,0.97,GH,1696006632
487,urucara,-2.5364,-57.76,41.42,21,66,2.78,BR,1696006632
488,valle de la pascua,9.2155,-66.0073,36.55,39,95,1.74,VE,1696006633
489,katabu,-4.9333,122.5167,22.45,96,38,1.67,ID,1696006633
490,kill devil hills,36.0307,-75.676,22.21,91,100,6.17,US,1696006256
491,la'ie,21.6477,-157.9253,26.98,83,34,0.89,US,1696006633
492,atafu village,-8.5421,-172.5159,28.69,72,44,4.59,TK,1696006238
493,pundong,-7.9522,110.3486,23.25,91,64,1.92,ID,1696006258
494,goure,13.9835,10.2704,35.5,25,98,2.36,NE,1696006633
495,mafra,-26.1114,-49.8053,15.27,89,100,1.42,BR,1696006633
496,ismailia,30.6043,32.2723,25.99,62,0,4.99,EG,1696006633
497,pierre,44.3683,-100.351,19.6,58,0,5.81,US,1696006633
498,yuyao,30.05,121.1494,26.87,95,65,1.61,CN,1696006633
499,sao paulo de olivenca,-3.3783,-68.8725,38.07,35,41,1.03,BR,1696006633
500,challapata,-18.9,-66.7667,17.75,15,14,4.64,BO,1696006633
501,huarmey,-10.0681,-78.1522,22.26,76,95,5.14,PE,1696006537
502,bel ombre,-4.6167,55.4167,27.91,78,75,5.66,SC,1696006633
503,khilok,51.3674,110.4676,6.87,81,80,1.65,RU,1696006634
504,kuraymah,18.55,31.85,39.07,13,14,2.73,SD,1696006634
505,kralendijk,12.15,-68.2667,32.99,55,20,6.17,BQ,1696006634
506,sao jose da coroa grande,-8.8978,-35.1478,28.25,62,78,4.56,BR,1696006236
507,pacific grove,36.6177,-121.9166,18.56,86,75,3.58,US,1696006263
508,puerto deseado,-47.7503,-65.8938,11.41,52,2,11.18,AR,1696006634
509,soio,-6.1349,12.3689,24.45,83,38,5.35,AO,1696006634
510,fort bragg,35.139,-79.006,20.85,78,100,3.09,US,1696006238
511,megion,61.0296,76.1136,1.01,77,93,5.13,RU,1696006634
512,kununurra,-15.7667,128.7333,20.99,83,63,0.51,AU,1696006238
513,usogorsk,63.4106,48.6872,10.29,89,100,1.73,RU,1696006635
514,carutapera,-1.195,-46.02,32.16,52,4,4.8,BR,1696006401
515,duyun,26.2667,107.5167,21.84,88,81,1.25,CN,1696006635
516,tengrela,10.4869,-6.4097,31.1,62,83,2.49,CI,1696006635
517,leninskoye,41.7589,69.3864,15.83,34,2,3.76,KZ,1696006635
518,krasnoyarsk,56.0097,92.7917,6.22,89,98,3.18,RU,1696006548
519,santa cruz,-17.8,-63.1667,29.03,39,40,7.72,BO,1696006214
520,the pas,53.8251,-101.2541,11.01,100,100,0.0,CA,1696006635
521,midoun,33.8081,10.9923,28.92,63,0,5.69,TN,1696006635
522,waliso,8.5333,37.9833,16.06,81,31,1.91,ET,1696006635
523,zeya,53.75,127.2667,6.43,76,98,2.8,RU,1696006274
524,lewiston orchards,46.3804,-116.9754,13.48,74,75,0.0,US,1696006635
525,charters towers,-20.1,146.2667,15.29,93,2,3.44,AU,1696006635
526,san agustin de valle fertil,-30.6335,-67.4682,19.02,24,58,2.5,AR,1696006635
527,la sarre,48.8002,-79.1996,19.3,43,2,3.05,CA,1696005983
528,kondoa,-4.9,35.7833,21.38,62,44,5.15,TZ,1696006636
529,acapulco de juarez,16.8634,-99.8901,31.9,66,75,1.54,MX,1696006017
530,lehighton,40.8337,-75.7138,18.78,75,100,2.24,US,1696006636
531,ancud,-41.8697,-73.8203,11.61,60,1,1.88,CL,1696005974
532,awjilah,29.1081,21.2869,28.96,36,0,4.7,LY,1696006636
533,chicoana,-25.1009,-65.5331,21.7,34,42,4.78,AR,1696006636
534,mahina,-17.5065,-149.489,23.87,83,20,3.09,PF,1696006636
535,pandan,14.0453,124.1694,26.94,87,68,1.41,PH,1696006252
536,zemio,5.0314,25.1361,20.24,98,81,1.28,CF,1696006636
537,talitsa,56.8804,60.0213,9.3,96,99,1.19,RU,1696006636
538,lompoc,34.6391,-120.4579,22.18,75,17,0.89,US,1696006053
539,mwinilunga,-11.7358,24.4293,23.96,51,92,2.79,ZM,1696006636
540,ixtapa,20.7,-105.2,31.79,72,8,0.89,MX,1696006264
541,vakarai,55.6035,23.8213,18.29,53,93,3.7,LT,1696006636
542,byala slatina,43.4667,23.9333,24.78,32,56,1.67,BG,1696006636
543,koster,-25.863,26.8976,18.73,32,3,3.62,ZA,1696006461
544,kudahuvadhoo,2.6708,72.8944,28.64,74,65,6.15,MV,1696006237
545,linares,-35.85,-71.6,18.12,56,0,2.83,CL,1696006637
546,doka,13.5167,35.7667,27.53,62,91,1.61,SD,1696006637
547,okhotsk,59.3833,143.3,6.7,92,100,0.83,RU,1696006637
548,mejit,10.2753,170.8646,28.6,76,100,6.78,MH,1696006059
549,zarzis,33.504,11.1122,25.16,63,0,5.27,TN,1696006637
550,puerto armuelles,8.2833,-82.8667,29.99,85,76,2.24,PA,1696006637
551,mountain home,43.133,-115.6912,15.08,38,26,2.68,US,1696006339
552,heroica matamoros,25.8833,-97.5,32.94,61,20,3.18,MX,1696006637
553,kharovsk,59.9642,40.1912,11.01,88,93,2.1,RU,1696006637
554,fortaleza,-3.7227,-38.5247,30.07,62,40,6.69,BR,1696006251
555,szczyrk,49.7172,19.0318,17.23,100,3,2.59,PL,1696006637
556,starotitarovskaya,45.2136,37.1439,17.26,57,70,1.75,RU,1696006637
557,coxim,-18.5067,-54.76,41.25,22,8,0.94,BR,1696006342
558,araripe,-7.2125,-40.0461,37.71,14,49,3.07,BR,1696006638
559,sandnessjoen,66.0217,12.6316,12.06,87,75,5.66,NO,1696006201
560,bhim tal,29.35,79.5667,17.17,84,0,1.7,IN,1696006638
561,sarukhan,40.2905,45.1306,11.46,82,42,2.04,AM,1696006638
562,qandala,11.472,49.8728,29.42,63,25,1.86,SO,1696006638
563,puerto real,36.5282,-6.1901,32.07,39,0,5.66,ES,1696006638
564,waterloo,43.4668,-80.5164,21.44,73,0,2.57,CA,1696006397
565,tinajo,29.0788,-13.7081,25.49,73,20,2.57,ES,1696006638
566,salinas de hidalgo,22.6333,-101.7167,22.82,38,1,2.69,MX,1696006638
567,seabra,-12.4186,-41.7703,33.51,25,3,5.08,BR,1696006638
568,ribeira brava,32.65,-17.0667,28.17,77,88,1.17,PT,1696006242
569,cabedelo,-6.9811,-34.8339,29.37,68,97,5.42,BR,1696006126
570,bandar lampung,-5.4254,105.258,23.04,93,16,1.97,ID,1696006413
571,patterson,37.4716,-121.1297,23.36,59,9,0.95,US,1696006639
572,changling,44.2653,124.0005,8.92,71,0,4.68,CN,1696006639
573,vicam,27.6333,-110.2833,34.74,37,0,2.68,MX,1696006639
574,monroe,43.1501,-77.6831,22.37,74,75,0.45,US,1696006409
575,changtu,42.7788,124.0955,10.68,65,0,2.66,CN,1696006639
576,al ain city,24.1917,55.7606,34.79,26,0,5.66,AE,1696006497
577,kaiyuan,23.6977,103.3037,18.78,93,61,0.66,CN,1696006639
578,saint-pathus,49.0714,2.7989,20.45,66,75,5.14,FR,1696006639
579,kuusamo,65.9667,29.1833,12.02,100,100,3.09,FI,1696006639
580,liepaja,56.5419,21.0367,17.99,88,0,4.12,LV,1696006639
581,khandyga,62.6667,135.6,-1.69,65,7,2.19,RU,1696006245
582,arar,30.9753,41.0381,33.01,10,0,3.09,SA,1696006639
583,lorengau,-2.0226,147.2712,27.09,84,87,3.76,PG,1696006271
584,garden city,42.3256,-83.331,21.28,82,100,2.57,US,1696006639
